scenario,sector,region,technology,sub_technology,year,lcoe
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2067.0,7.636136177
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2068.0,7.635145663
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2069.0,7.634201319
Oxford - slow_transition,Power,World,Renewables,Solar PV,2018.0,64.72100658
Oxford - slow_transition,Power,World,Renewables,Solar PV,2019.0,60.42078025
Oxford - slow_transition,Power,World,Renewables,Solar PV,2020.0,56.78416425
Oxford - slow_transition,Power,World,Renewables,Solar PV,2021.0,53.63126136
Oxford - slow_transition,Power,World,Renewables,Solar PV,2022.0,50.84603851
Oxford - slow_transition,Power,World,Renewables,Solar PV,2023.0,48.3495947
Oxford - slow_transition,Power,World,Renewables,Solar PV,2024.0,46.08601501
Oxford - slow_transition,Power,World,Renewables,Solar PV,2025.0,44.01433475
Oxford - slow_transition,Power,World,Renewables,Solar PV,2026.0,42.10370966
Oxford - slow_transition,Power,World,Renewables,Solar PV,2027.0,40.33037657
Oxford - slow_transition,Power,World,Renewables,Solar PV,2028.0,38.67566607
Oxford - slow_transition,Power,World,Renewables,Solar PV,2029.0,37.12466045
Oxford - slow_transition,Power,World,Renewables,Solar PV,2030.0,35.66526186
Oxford - slow_transition,Power,World,Renewables,Solar PV,2031.0,34.28752969
Oxford - slow_transition,Power,World,Renewables,Solar PV,2032.0,32.98359203
Oxford - slow_transition,Power,World,Renewables,Solar PV,2033.0,31.74651965
Oxford - slow_transition,Power,World,Renewables,Solar PV,2034.0,30.57045698
Oxford - slow_transition,Power,World,Renewables,Solar PV,2035.0,29.45041931
Oxford - slow_transition,Power,World,Renewables,Solar PV,2036.0,28.38213764
Oxford - slow_transition,Power,World,Renewables,Solar PV,2037.0,27.36193912
Oxford - slow_transition,Power,World,Renewables,Solar PV,2038.0,26.38665468
Oxford - slow_transition,Power,World,Renewables,Solar PV,2039.0,25.45354757
Oxford - slow_transition,Power,World,Renewables,Solar PV,2040.0,24.56025833
Oxford - slow_transition,Power,World,Renewables,Solar PV,2041.0,23.70476253
Oxford - slow_transition,Power,World,Renewables,Solar PV,2042.0,22.88533844
Oxford - slow_transition,Power,World,Renewables,Solar PV,2043.0,22.10054174
Oxford - slow_transition,Power,World,Renewables,Solar PV,2044.0,21.3491845
Oxford - slow_transition,Power,World,Renewables,Solar PV,2045.0,20.63031531
Oxford - slow_transition,Power,World,Renewables,Solar PV,2046.0,19.94319662
Oxford - slow_transition,Power,World,Renewables,Solar PV,2047.0,19.28727559
Oxford - slow_transition,Power,World,Renewables,Solar PV,2048.0,18.66214436
Oxford - slow_transition,Power,World,Renewables,Solar PV,2049.0,18.06748739
Oxford - slow_transition,Power,World,Renewables,Solar PV,2050.0,17.5030161
Oxford - slow_transition,Power,World,Renewables,Solar PV,2051.0,16.96839511
Oxford - slow_transition,Power,World,Renewables,Solar PV,2052.0,16.46316899
Oxford - slow_transition,Power,World,Renewables,Solar PV,2053.0,15.98670096
Oxford - slow_transition,Power,World,Renewables,Solar PV,2054.0,15.53813473
Oxford - slow_transition,Power,World,Renewables,Solar PV,2055.0,15.11638599
Oxford - slow_transition,Power,World,Renewables,Solar PV,2056.0,14.72016345
Oxford - slow_transition,Power,World,Renewables,Solar PV,2057.0,14.34801281
Oxford - slow_transition,Power,World,Renewables,Solar PV,2058.0,13.99837335
Oxford - slow_transition,Power,World,Renewables,Solar PV,2059.0,13.66963663
Oxford - slow_transition,Power,World,Renewables,Solar PV,2060.0,13.36019935
Oxford - slow_transition,Power,World,Renewables,Solar PV,2061.0,13.06850563
Oxford - slow_transition,Power,World,Renewables,Solar PV,2062.0,12.79307733
Oxford - slow_transition,Power,World,Renewables,Solar PV,2063.0,12.53253316
Oxford - slow_transition,Power,World,Renewables,Solar PV,2064.0,12.28559847
Oxford - slow_transition,Power,World,Renewables,Solar PV,2065.0,12.05110799
Oxford - slow_transition,Power,World,Renewables,Solar PV,2066.0,11.82800363
Oxford - slow_transition,Power,World,Renewables,Solar PV,2067.0,11.61532912
Oxford - slow_transition,Power,World,Renewables,Solar PV,2068.0,11.41222283
Oxford - slow_transition,Power,World,Renewables,Solar PV,2069.0,11.21790981
Oxford - slow_transition,Power,World,Renewables,Wind,2018.0,53.70492813
Oxford - slow_transition,Power,World,Renewables,Wind,2019.0,52.44101992
Oxford - slow_transition,Power,World,Renewables,Wind,2020.0,51.26795857
Oxford - slow_transition,Power,World,Renewables,Wind,2021.0,50.17052288
Oxford - slow_transition,Power,World,Renewables,Wind,2022.0,49.13703266
Oxford - slow_transition,Power,World,Renewables,Wind,2023.0,48.1585448
Oxford - slow_transition,Power,World,Renewables,Wind,2024.0,47.22780044
Oxford - slow_transition,Power,World,Renewables,Wind,2025.0,46.33895477
Oxford - slow_transition,Power,World,Renewables,Wind,2026.0,45.48725123
Oxford - slow_transition,Power,World,Renewables,Wind,2027.0,44.66878854
Oxford - slow_transition,Power,World,Renewables,Wind,2028.0,43.88035196
Oxford - slow_transition,Power,World,Renewables,Wind,2029.0,43.11929055
Oxford - slow_transition,Power,World,Renewables,Wind,2030.0,42.38342825
Oxford - slow_transition,Power,World,Renewables,Wind,2031.0,41.67100019
Oxford - slow_transition,Power,World,Renewables,Wind,2032.0,40.98060818
Oxford - slow_transition,Power,World,Renewables,Wind,2033.0,40.3111898
Oxford - slow_transition,Power,World,Renewables,Wind,2034.0,39.66199604
Oxford - slow_transition,Power,World,Renewables,Wind,2035.0,39.03257107
Oxford - slow_transition,Power,World,Renewables,Wind,2036.0,38.42272678
Oxford - slow_transition,Power,World,Renewables,Wind,2037.0,37.83250384
Oxford - slow_transition,Power,World,Renewables,Wind,2038.0,37.26211236
Oxford - slow_transition,Power,World,Renewables,Wind,2039.0,36.71184977
Oxford - slow_transition,Power,World,Renewables,Wind,2040.0,36.18200171
Oxford - slow_transition,Power,World,Renewables,Wind,2041.0,35.67274085
Oxford - slow_transition,Power,World,Renewables,Wind,2042.0,35.18404344
Oxford - slow_transition,Power,World,Renewables,Wind,2043.0,34.71564055
Oxford - slow_transition,Power,World,Renewables,Wind,2044.0,34.26701076
Oxford - slow_transition,Power,World,Renewables,Wind,2045.0,33.83740913
Oxford - slow_transition,Power,World,Renewables,Wind,2046.0,33.42591907
Oxford - slow_transition,Power,World,Renewables,Wind,2047.0,33.03151252
Oxford - slow_transition,Power,World,Renewables,Wind,2048.0,32.65310649
Oxford - slow_transition,Power,World,Renewables,Wind,2049.0,32.28960985
Oxford - slow_transition,Power,World,Renewables,Wind,2050.0,31.93995782
Oxford - slow_transition,Power,World,Renewables,Wind,2051.0,31.60313505
Oxford - slow_transition,Power,World,Renewables,Wind,2052.0,31.27818924
Oxford - slow_transition,Power,World,Renewables,Wind,2053.0,30.96423768
Oxford - slow_transition,Power,World,Renewables,Wind,2054.0,30.66046885
Oxford - slow_transition,Power,World,Renewables,Wind,2055.0,30.36614074
Oxford - slow_transition,Power,World,Renewables,Wind,2056.0,30.0805773
Oxford - slow_transition,Power,World,Renewables,Wind,2057.0,29.8031638
Oxford - slow_transition,Power,World,Renewables,Wind,2058.0,29.53340307
Oxford - slow_transition,Power,World,Renewables,Wind,2059.0,29.27076471
Oxford - slow_transition,Power,World,Renewables,Wind,2060.0,29.01477187
Oxford - slow_transition,Power,World,Renewables,Wind,2061.0,28.76499439
Oxford - slow_transition,Power,World,Renewables,Wind,2062.0,28.52104301
Oxford - slow_transition,Power,World,Renewables,Wind,2063.0,28.28256442
Oxford - slow_transition,Power,World,Renewables,Wind,2064.0,28.04923703
Oxford - slow_transition,Power,World,Renewables,Wind,2065.0,27.82106475
Oxford - slow_transition,Power,World,Renewables,Wind,2066.0,27.59927791
Oxford - slow_transition,Power,World,Renewables,Wind,2067.0,27.38355344
Oxford - slow_transition,Power,World,Renewables,Wind,2068.0,27.17359435
Oxford - slow_transition,Power,World,Renewables,Wind,2069.0,26.96914324
Oxford - slow_transition,Power,World,Renewables,Hydro,2018.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2019.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2020.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2021.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2022.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2023.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2024.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2025.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2026.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2027.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2028.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2029.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2030.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2031.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2032.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2033.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2034.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2035.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2036.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2037.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2038.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2039.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2040.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2041.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2042.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2043.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2044.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2045.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2046.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2047.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2048.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2049.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2050.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2051.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2052.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2053.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2054.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2055.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2056.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2057.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2058.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2059.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2060.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2061.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2062.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2063.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2064.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2065.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2066.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2067.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2068.0,46.80000013
Oxford - slow_transition,Power,World,Renewables,Hydro,2069.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2018.0,71.70483338
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2019.0,71.40721385
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2020.0,71.10748267
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2021.0,70.80600062
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2022.0,70.5031737
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2023.0,70.19949558
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2024.0,69.89561347
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2025.0,69.59241794
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2026.0,69.29977738
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2027.0,69.01880251
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2028.0,68.74770236
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2029.0,68.4851935
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2030.0,68.23053482
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2031.0,67.98324076
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2032.0,67.7430998
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2033.0,67.51008889
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2034.0,67.2839393
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2035.0,67.06426105
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2036.0,66.85062077
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2037.0,66.64258482
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2038.0,66.43978663
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2039.0,66.24181885
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2040.0,66.04831817
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2041.0,65.85895935
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2042.0,65.67345005
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2043.0,65.49152666
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2044.0,65.31295067
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2045.0,65.13750563
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2046.0,64.96499456
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2047.0,64.79523772
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2048.0,64.6280707
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2049.0,64.46334274
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2050.0,64.30091532
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2051.0,64.14066089
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2052.0,63.98246174
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2053.0,63.82620911
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2054.0,63.67180225
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2055.0,63.51914776
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2056.0,63.36815885
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2057.0,63.21875477
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2058.0,63.07086031
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2059.0,62.925549
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2060.0,62.78367774
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2061.0,62.64543568
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2062.0,62.51073359
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2063.0,62.37934269
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2064.0,62.25105526
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2065.0,62.12568212
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2066.0,62.00305053
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2067.0,61.88300229
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2068.0,61.76539223
Oxford - fast_transition,Power,World,Renewables,Bioenergy,2069.0,61.65008676
Oxford - fast_transition,Fossil Fuels,World,Oil,,2018.0,40.53833845
Oxford - fast_transition,Fossil Fuels,World,Oil,,2019.0,39.24743823
Oxford - fast_transition,Fossil Fuels,World,Oil,,2020.0,38.1880787
Oxford - fast_transition,Fossil Fuels,World,Oil,,2021.0,37.31470715
Oxford - fast_transition,Fossil Fuels,World,Oil,,2022.0,36.59185453
Oxford - fast_transition,Fossil Fuels,World,Oil,,2023.0,35.99160266
Oxford - fast_transition,Fossil Fuels,World,Oil,,2024.0,35.49176512
Oxford - fast_transition,Fossil Fuels,World,Oil,,2025.0,35.07456102
Oxford - fast_transition,Fossil Fuels,World,Oil,,2026.0,34.72563424
Oxford - fast_transition,Fossil Fuels,World,Oil,,2027.0,34.43331845
Oxford - fast_transition,Fossil Fuels,World,Oil,,2028.0,34.18807957
